,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
811,CHEMBL1191555,CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(NC(N)=O)NC1=O,IC50,'=',6500.0,nM,5.19,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.187086643357144,CN(C(=O)C[C@@H](N)CCCCN)C1CN=C(NC(N)=O)NC1=O
1896,CHEMBL5193767,CC(C)c1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c(C(C)C)c1,IC50,'=',6600.0,nM,5.18,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.180456064458132,CC(C)c1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c(C(C)C)c1
176,CHEMBL1683515,CN(C(=O)C[C@@H](N)CC1CCNCC1)C1CNC(NC(N)=O)=NC1=O,IC50,'=',6600.0,nM,5.18,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.180456064458132,CN(C(=O)C[C@@H](N)CC1CCNCC1)C1CNC(NC(N)=O)=NC1=O
1127,CHEMBL336059,CC(=O)NC[C@H]1CN(c2ccc(O[C@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1,IC50,'=',6700.0,nM,5.17,,F,In vitro inhibitory activity against protein synthesis was determined by transcription/translation assay with Escherichia coli S30 Extract System.,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.173925197299173,CC(=O)NC[C@H]1CN(c2ccc(O[C@H]3CCN(c4nc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)C3)c(F)c2)C(=O)O1
1621,CHEMBL3261888,CC(C)=CCC/C(C)=C/CNCCOc1ccccc1,IC50,'=',6700.0,nM,5.17,,F,Induction of collapse in deltapH in Escherichia coli inverted membrane vesicles by 31P NMR spectroscopy,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.173925197299173,CC(C)=CCC/C(C)=C/CNCCOc1ccccc1
307,CHEMBL186285,O=C(NO)c1cc(CS(=O)(=O)c2cccc(Cl)c2)on1,IC50,'=',6800.0,nM,5.17,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.167491087293763,O=C(NO)c1cc(CS(=O)(=O)c2cccc(Cl)c2)on1
523,CHEMBL1683407,CC(=O)N(C)C1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1,IC50,'=',6800.0,nM,5.17,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.167491087293763,CC(=O)N(C)C1=NC(=O)C(N(C)C(=O)C[C@@H](N)CCCNC(=N)N)CN1
967,CHEMBL218010,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',7000.0,nM,5.16,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.154901959985743,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
415,CHEMBL1213592,CC1(C)N=C(N)N=C(N)N1OCc1ccc(Cl)c(Cl)c1,IC50,'=',7000.0,nM,5.16,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.154901959985743,CC1(C)N=C(N)N=C(N)N1OCc1ccc(Cl)c(Cl)c1
516,CHEMBL374035,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',7000.0,nM,5.16,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.154901959985743,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1249,CHEMBL186355,O=C(NO)c1cc(CSc2cccc(Br)c2)on1,IC50,'=',7000.0,nM,5.16,,F,Antibacterial activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,5.154901959985743,O=C(NO)c1cc(CSc2cccc(Br)c2)on1
352,CHEMBL4227793,Fc1ccc(-c2cnc(NCCCCCNc3ncc(-c4ccc(F)cc4)[nH]3)[nH]2)cc1,IC50,'=',7000.0,nM,5.16,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.154901959985743,Fc1ccc(-c2cnc(NCCCCCNc3ncc(-c4ccc(F)cc4)[nH]3)[nH]2)cc1
914,CHEMBL426355,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccccc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',7000.0,nM,5.16,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.154901959985743,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccccc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
575,CHEMBL4226614,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCCCn1c(-c2ccc(F)cc2)cnc1N,IC50,'=',7000.0,nM,5.16,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.154901959985743,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCCCn1c(-c2ccc(F)cc2)cnc1N
793,CHEMBL231513,NCCN(CCN)c1nc(Nc2ccc(NC(=O)c3ccc4ccccc4c3O)cc2)nc(N(CCN)CCN)n1,IC50,'=',7000.0,nM,5.16,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.154901959985743,NCCN(CCN)c1nc(Nc2ccc(NC(=O)c3ccc4ccccc4c3O)cc2)nc(N(CCN)CCN)n1
778,CHEMBL219806,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(Cl)c(Cl)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',7000.0,nM,5.16,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.154901959985743,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(Cl)c(Cl)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1195,CHEMBL2235324,Cc1cn(C/C(=N/Nc2ccccc2)c2ccccc2)c(=O)[nH]c1=O,IC50,'=',7100.0,nM,5.15,,F,Antimicrobial activity against Escherichia coli (DH5alpha) after 16 hr by spectrophotometry,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.1487416512809245,Cc1cn(C/C(=N/Nc2ccccc2)c2ccccc2)c(=O)[nH]c1=O
853,CHEMBL3261889,CC(C)=CCC/C(C)=C/CNCCOc1cccc2ccccc12,IC50,'=',7100.0,nM,5.15,,F,Induction of collapse in deltapH in Escherichia coli inverted membrane vesicles by 31P NMR spectroscopy,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.1487416512809245,CC(C)=CCC/C(C)=C/CNCCOc1cccc2ccccc12
441,CHEMBL2064312,O=[N+]([O-])c1ccc2c(ccn2-c2cc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1,IC50,'=',7100.0,nM,5.15,,F,Antagonist activity at Escherichia coli UTI89 FimH assessed as inhibition of aggregation with guinea pig erythrocytes after 1400 secs by aggregometry,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.1487416512809245,O=[N+]([O-])c1ccc2c(ccn2-c2cc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2)c1
1494,CHEMBL5209101,O=C1O[C@@H](CO)CN1c1ccc(-c2cccc3cc[nH]c23)c(F)c1,IC50,'=',7200.0,nM,5.14,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.142667503568732,O=C1O[C@@H](CO)CN1c1ccc(-c2cccc3cc[nH]c23)c(F)c1
367,CHEMBL4227460,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCCn1c(-c2ccc(F)cc2)cnc1N,IC50,'=',7200.0,nM,5.14,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.142667503568732,Nc1ncc(-c2ccc(F)cc2)n1CCCCCCCn1c(-c2ccc(F)cc2)cnc1N
1581,CHEMBL4225550,Brc1ccc(-c2cnc(NCCCCNc3ncc(-c4ccc(Br)cc4)[nH]3)[nH]2)cc1,IC50,'=',7200.0,nM,5.14,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.142667503568732,Brc1ccc(-c2cnc(NCCCCNc3ncc(-c4ccc(Br)cc4)[nH]3)[nH]2)cc1
511,CHEMBL3623173,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)[C@@H](N)CO,IC50,'=',7300.0,nM,5.14,,F,Inhibition of transcription-translation process in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,ACS Med Chem Lett,5.136677139879544,CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)[C@@H](N)CO
800,CHEMBL450895,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,IC50,'=',7300.0,nM,5.14,,F,Antibacterial activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,5.136677139879544,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
786,CHEMBL3623169,CCN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN,IC50,'=',7400.0,nM,5.13,,F,Inhibition of transcription-translation process in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,ACS Med Chem Lett,5.130768280269024,CCN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN
533,CHEMBL3261886,CC(C)=CCC/C(C)=C/COCC(=O)NC1C2CC3CC(C2)CC1C3,IC50,'=',7400.0,nM,5.13,,F,Induction of collapse in deltapH in Escherichia coli inverted membrane vesicles by 31P NMR spectroscopy,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.130768280269024,CC(C)=CCC/C(C)=C/COCC(=O)NC1C2CC3CC(C2)CC1C3
321,CHEMBL1650327,CO[C@@H]1[C@H](O)[C@@H](O)[C@@H](NC(=O)/C(C)=C/c2ccc(O[C@@H]3O[C@H](C(C)O)[C@@H](O)[C@@H]3O)c(O)c2)[C@@H](O)[C@@H]1O,IC50,'=',7400.0,nM,5.13,,F,Inhibition of protein synthesis in Escherichia coli assessed as green fluorescent protein synthesis by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Antimicrob Agents Chemother,5.130768280269024,CO[C@@H]1[C@H](O)[C@@H](O)[C@@H](NC(=O)/C(C)=C/c2ccc(O[C@@H]3O[C@H](C(C)O)[C@@H](O)[C@@H]3O)c(O)c2)[C@@H](O)[C@@H]1O
1510,CHEMBL4227198,Nc1ncc(-c2ccc(F)cc2)n1CCCCCn1c(-c2ccc(F)cc2)cnc1N,IC50,'=',7500.0,nM,5.12,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.1249387366083,Nc1ncc(-c2ccc(F)cc2)n1CCCCCn1c(-c2ccc(F)cc2)cnc1N
1382,CHEMBL1911806,Cc1ccc(S(=O)(=O)OC(CN(Cc2ccccc2)C(=O)OC(C)(C)C)c2ccccc2)cc1,IC50,'=',7500.0,nM,5.12,,F,Antibacterial activity against Escherichia coli ATCC 9637 by broth microdilution method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.1249387366083,Cc1ccc(S(=O)(=O)OC(CN(Cc2ccccc2)C(=O)OC(C)(C)C)c2ccccc2)cc1
925,CHEMBL449079,Oc1ccc(-c2ccc(Cl)s2)cc1O,IC50,'=',7500.0,nM,5.12,,F,Antibacterial activity against Escherichia coli D22,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.1249387366083,Oc1ccc(-c2ccc(Cl)s2)cc1O
634,CHEMBL4227991,Nc1ncc(-c2ccc(F)cc2)n1CCCn1c(-c2ccc(F)cc2)cnc1N,IC50,'=',7500.0,nM,5.12,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.1249387366083,Nc1ncc(-c2ccc(F)cc2)n1CCCn1c(-c2ccc(F)cc2)cnc1N
719,CHEMBL364183,O=C(NO)c1cc(CS(=O)(=O)c2ccc(Cl)cc2)on1,IC50,'=',7500.0,nM,5.12,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.1249387366083,O=C(NO)c1cc(CS(=O)(=O)c2ccc(Cl)cc2)on1
24,CHEMBL6462,CC(=O)NC[C@H]1CN(c2ccc(C(C)=O)cc2)C(=O)O1,IC50,'=',7500.0,nM,5.12,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.1249387366083,CC(=O)NC[C@H]1CN(c2ccc(C(C)=O)cc2)C(=O)O1
1203,CHEMBL186475,O=C(NO)c1cc(CSCc2cccc(C(F)(F)F)c2)on1,IC50,'=',7600.0,nM,5.12,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.119186407719209,O=C(NO)c1cc(CSCc2cccc(C(F)(F)F)c2)on1
498,CHEMBL2235326,c1ccc(N/N=C(/Cn2ccnc2)c2ccccc2)cc1,IC50,'=',7600.0,nM,5.12,,F,Antimicrobial activity against Escherichia coli (DH5alpha) after 16 hr by spectrophotometry,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,5.119186407719209,c1ccc(N/N=C(/Cn2ccnc2)c2ccccc2)cc1
1591,CHEMBL5085425,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)C(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC2=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3)[C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)CC)C(C)C,IC50,'=',7600.0,nM,5.12,,F,Antibacterial activity against Escherichia coli ATCC 25922 assessed as bacterial growth inhibition incubated for 4 hrs followed by resazurin addition and measured after 1 hr by fluorescence based analysis,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,5.119186407719209,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)C(C)C)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC2=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N3)[C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)CC)C(C)C
1110,CHEMBL611027,C[C@H]1[C@@H](O[C@@H](CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)[C@H](O)CO)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',7640.0,nM,5.12,,F,Antibacterial activity against Escherichia coli ATCC 35218 by modified CLSI/NCCLS method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.11690664142431,C[C@H]1[C@@H](O[C@@H](CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)[C@H](O)CO)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
1077,CHEMBL448381,Cc1sc(C)c(-c2ccc(O)c(O)c2)c1Br,IC50,'=',7700.0,nM,5.11,,F,Antibacterial activity against Escherichia coli D22,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.113509274827518,Cc1sc(C)c(-c2ccc(O)c(O)c2)c1Br
326,CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,IC50,'=',7800.0,nM,5.11,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.107905397309519,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
346,CHEMBL98783,CC/C=C\CCCCCCCCCCOc1cccc(O)c1C(=O)O,IC50,'=',7800.0,nM,5.11,,F,Ability to inhibit autophosphorylation of NR11 and/or transphosphorylation of NR1 TCS proteins from Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.107905397309519,CC/C=C\CCCCCCCCCCOc1cccc(O)c1C(=O)O
629,CHEMBL259752,CS[C@H]1O[C@H]([C@H](NC(=O)[C@H]2NC[C@@H]2CCC2CC2)[C@H](C)Cl)[C@H](O)[C@H](O)[C@H]1O,IC50,'=',7800.0,nM,5.11,,F,Inhibition of protein synthesis in Escherichia coli by transcription/translation inhibition assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.107905397309519,CS[C@H]1O[C@H]([C@H](NC(=O)[C@H]2NC[C@@H]2CCC2CC2)[C@H](C)Cl)[C@H](O)[C@H](O)[C@H]1O
81,CHEMBL403345,CC(C)C(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(C(C)C)n[nH]c2-3)C(=O)O1,IC50,'=',7900.0,nM,5.1,,F,Inhibition of transcription and translation activity in Escherichia coli by luciferase reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.102372908709558,CC(C)C(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(C(C)C)n[nH]c2-3)C(=O)O1
975,CHEMBL398198,CN[C@@H]1C[C@H](NC)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',8000.0,nM,5.1,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.096910013008056,CN[C@@H]1C[C@H](NC)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
660,CHEMBL398199,NC[C@@H]1C[C@H](CN)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',8000.0,nM,5.1,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.096910013008056,NC[C@@H]1C[C@H](CN)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1181,CHEMBL216088,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCCC3)C(=O)O1,IC50,'=',8000.0,nM,5.1,,F,Antibacterial activity against Escherichia coli by transcription and translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.096910013008056,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCCC3)C(=O)O1
1140,CHEMBL407475,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](N)[C@@H](C)O)CCCCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC1=O,IC50,'=',8000.0,nM,5.1,,F,Inhibitory concentration required to displace dansyl-PMBN (0.55 uM) from maximal specific binding to Escherichia coli LPS,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.096910013008056,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](N)[C@@H](C)O)CCCCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC1=O
700,CHEMBL104527,CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](N)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC1=O,IC50,'=',8000.0,nM,5.1,,F,Inhibitory concentration required to displace dansyl-PMBN (0.55 uM) from maximal specific binding to Escherichia coli LPS,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.096910013008056,CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](N)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC1=O
422,CHEMBL320455,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC1=O,IC50,'=',8000.0,nM,5.1,,F,Inhibitory concentration required to displace dansyl-PMBN (0.55 uM) from maximal specific binding to Escherichia coli LPS,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,5.096910013008056,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC1=O
1422,CHEMBL4228498,Nc1ncc(-c2ccccc2)n1CCCCCCCn1c(-c2ccccc2)cnc1N,IC50,'=',8000.0,nM,5.1,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,5.096910013008056,Nc1ncc(-c2ccccc2)n1CCCCCCCn1c(-c2ccccc2)cnc1N
1048,CHEMBL397680,NC[C@@H]1C[C@H](N)CN1c1nc(Nc2ccc(NC(=O)c3ccc4ccccc4c3O)cc2)nc(N2C[C@H](N)C[C@@H]2CN)n1,IC50,'=',8000.0,nM,5.1,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.096910013008056,NC[C@@H]1C[C@H](N)CN1c1nc(Nc2ccc(NC(=O)c3ccc4ccccc4c3O)cc2)nc(N2C[C@H](N)C[C@@H]2CN)n1
913,CHEMBL375411,Nc1ccc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)cc1,IC50,'=',8000.0,nM,5.1,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,5.096910013008056,Nc1ccc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)cc1
